round,param_error,order_error
1,0.19426324543562500934967829380184,470.75796946565890266356291249394417
2,0.13043534916729726536033240336110,20.65152465381637014729676593560725
3,0.01746708126961366014384680056537,12.63368559639274302242029079934582
4,0.04897654834625456143903932115791,10.67826922932350619532826385693625
5,0.00886586594712468478718392361770,9.86146798208772423777190851978958
6,0.00871439623893931203379992211921,5.23241823728441879381989565445110
7,0.01903875507628273455740242070533,4.14401787872816917968066263711080
8,0.02440475913918487005371815712351,3.26833207619315668779336192528717
9,0.00077665144535422891980402937406,2.48557480265009900222139549441636
10,0.01090091371232988076700465285285,2.69345324408167918761591863585636
11,0.01427209586679324682112479649732,2.89701021586970641763514322519768
12,0.00438931316348153965911649265763,2.54860335682213579033827954845037
13,0.00608952222636324758120451861032,2.56944986471750169698680110741407
14,0.00223115667029775976981653684561,2.54931554533363513570520808571018
15,0.01707034945836505279714856442297,2.67501907479411826784598815720528
16,0.00624201791339268341474166845728,2.34444871851856939670710744394455
17,0.00641570168533230067442474364725,2.87425694778302798226832237560302
18,0.00837694903775985932892211849321,2.34119527817031292116212171094958
19,0.00588571150500805106986490500276,2.43401166929401524541276558011305
20,0.00254067670509715293203356623053,2.53980735696263293377228364988696
21,0.00606122678717459228980857233182,2.57749136953311186459814052795991
22,0.00185808602020108570851419926839,2.34803705533028672647333223721944
23,0.01036641764708909341230480549712,2.23533915808334660013656502997037
24,0.00073224336339408613305579365260,2.40352760738625370606769138248637
25,0.00000468616254720166658387370262,2.45301461279695676154233296983875
26,0.00307178521785002323074564856142,2.79224259988052780911971240129787
27,0.00725564240423987039108055796532,2.19583408733412266400364387664013
28,0.00641153111423481414377079090627,2.10061887594370766407791961682960
29,0.00345161184946202181933472274977,2.58766074319035244144515672815032
30,0.00089522029657268520352886298497,2.16412034630239080712499344372191
31,0.00146019296848698409974076639628,2.32001089839431573480510451190639
32,0.00198342402479981250174034812517,1.99757235956103929019889164919732
33,0.00826028342373337498560914582413,2.48363932977212398256483538716566
34,0.00525969635411405178615495970007,2.57853449294805647795669756305870
35,0.00485421936724773905869056989104,2.55767289033050282398562558228150
36,0.00069033609008259388950534685137,2.67123201347182170906080500571989
37,0.00267569211407454876638922769416,2.24887526667164561189338201074861
38,0.00299767665085026724369754447252,2.63096003156344337980954151134938
39,0.00677471969266335571902004630829,2.67641925379472755963661256828345
40,0.00034782095787071198866868826372,2.99333643509534930160498333862051
41,0.00812109517725501106610863644164,3.07975562668689395451337986742146
42,0.00268661930421960903903055850606,2.82182819590276068311140988953412
43,0.00512094736075627277038790907682,2.68213663715355865591050132934470
44,0.01362775805916160987152352390694,2.96451145420447348399761722248513
45,0.00616437371906777831220836105786,2.73012127506961777001492919225711
46,0.00221672075800448398208430944578,2.58822244698229386727916789823212
47,0.00368689519031140111593458641437,2.31883919880780631217476184247062
48,0.00021112197806862076365774782971,2.28410383357714463770093971106689
49,0.00403598577598804353350203655282,2.06363729398468676023981061007362
50,0.00709233342896592455772974972206,2.31018513490305998914209340000525
51,0.00518756289899735545390058177873,2.65589930564800358325783236068673
52,0.00268674737611940273041000182275,2.40740337647814461874418157094624
53,0.00879973550646036273281680450964,2.48458734923954605022800024016760
54,0.00425598254702588829623266519775,2.37634913890328869356949326174799
55,0.01131658841813323879144093098148,2.50370365476166822915615739475470
56,0.01389929689373337051705448175198,3.03450105950165704982168790593278
57,0.00775344645764622364403351184592,2.38964854100452361862494399247225
58,0.01229985685262596772915344445209,2.54830281657054369404136195953470
59,0.00142662749104988106907399014744,2.86873465546669903503129717137199
60,0.00524255699142565922965530944566,2.05525584511755843308833391347434
61,0.00072592723938141867634499249107,2.69720978670181654734960829955526
62,0.01080662644886705436864104967754,2.20985954848072152501003984070849
63,0.00867454873427836448129824020725,2.71617287224663872535757036530413
64,0.00384366321429965851486088013189,2.18984198695152265656815870897844
65,0.00946696626159171383818602407700,2.13100325632457243685280445788521
66,0.00136625900331281691091334096200,2.18155092718761256520565439132042
67,0.00849704355728064797403931152076,2.20884016036387187398304376984015
68,0.00182266507420680845541482995031,2.66872984643842237062472122488543
69,0.00939241232083216914805490205254,2.46186033006228210950894208508544
70,0.00435970460365239786959534740163,2.22338854958752385471143497852609
71,0.00003342581530249577603797206393,2.47867884166428975589724359451793
72,0.00508172797334385806244938521559,2.55810838488302794146989072032738
73,0.00293257126065225859345986236804,2.62674341172928871301905928703491
74,0.00240703335109157534610346829140,2.68444774696653665202461525041144
75,0.00209112349274770403795287165849,2.69302532793747451123067548905965
76,0.00941935100837362759840232229180,2.40183213875785428470521765120793
77,0.00419655233132115723648780658550,2.43544129056026958934921822219621
78,0.00871946664394462889191572685377,2.60355112408825739578333013923839
79,0.01093224792031106951117891412650,2.76689497103863013549585048167501
80,0.00015996596749555391792085856650,2.31561824606127775183495032251813
81,0.00571506048914063868870982787485,2.38922049611729736540155499824323
82,0.00396764399753338214971165598399,2.47349645491914182926507237425540
83,0.00027460744116740432030354668314,2.54060923802940763494007114786655
84,0.00049162857714593610758413433359,2.30752082520992241043700232694391
85,0.02148388493566427692726961140579,2.38048773310879990816602003178559
86,0.01181073709426216922224739391822,3.02627390934845674763664646889083
87,0.00282322922593597480656057996384,2.32580231144422100442170631140471
88,0.00450869294631682515639425901099,2.28690160974951073313832239364274
89,0.00408853621451038540257627573737,2.67178642478092553957935706421267
90,0.00079436199201185497820176806272,2.17051957444399423735603704699315
91,0.00075238302876744211911130832959,2.54596997300705840672208069008775
92,0.01267845977990342265506740204728,2.36366600024782425037983557558618
93,0.01332073709583267429046316010499,2.51937861290575160211346883443184
94,0.00441910734114303593855765939225,2.56883636429891959451765615085606
95,0.01081945571715600684647995421983,2.14942813041297409171193066868000
96,0.00313914680233486065308312618072,2.25513413364200498989475818234496
97,0.00044912614153735930244693008717,2.46609824350873196863176417537034
98,0.01069556196733358055528384511490,2.32077362393989305999753014475573
99,0.00408188702954737081540770304855,2.19460192877320370286042816587724
100,0.00160883464526923036785888143640,2.35565746129652087148542705108412
